firstName,lastName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,status,active,statsperform_id,opta_id,stats_id,placeOfBirth,height,foot,weight
Alexandre,Ippolito,A. Ippolito,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1/5/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,27,active,no,3zcqxn9rxvajkihp949ezxr3e,481813,1164029,,170,right,
Saad,Agouzoul,S. Agouzoul,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,8/10/1997,Morocco,2xdcc39z1k79pnjbtn9x31wdh,5,active,no,4f85sbgrdxjtb02m8y5hideui,487352,971287,Marrakech,191,left,75
Lillo Georges,Rosolino Guarneri,L. Guarneri,Italy,25f2cmb2r8mk5rj92tzer6kvv,Goalkeeper,player,5/5/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,88,active,no,4vp97c7lbcr6vxc8gjgjz0wa2,496273,1199111,Liège,188,left,
Kouadio-Yves,Dabila,K. Dabila,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,1/1/1997,Côte d'Ivoire,tin6kf561ywonqan0mettr98,2,active,no,5curtmlg9fmu1eki7eirf8wdl,422230,1049691,,184,right,69
Osvaldo Pedro,Capemba,Osvaldo Capemba,Angola,3k53bkrjx5zsxchc6e3mcd834,Attacker,player,1/10/2002,Angola,3k53bkrjx5zsxchc6e3mcd834,15,active,no,5st753i9xx8uonrygce7mad0q,482298,1195853,,171,left,
Nemanja,Antonov,N. Antonov,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,5/6/1995,Serbia,5w4ve503bjdsshwx9ho6jxzx0,3,active,no,6ht89hwb1cmt16qhmvb5kvumt,208982,871002,Pančevo,182,left,75
Mathéo,Vroman,M. Vroman,France,7gww28djs405rfga69smki84o,Attacker,player,11/19/2001,France,7gww28djs405rfga69smki84o,19,active,yes,73tqttpn3u2glp1ibjiptd9ii,456833,1163732,,180,left,
Enes,Sağlık,E. Sağlık,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,7/8/1991,Belgium,4wbzjcclyefma1ourvjsu4q2j,28,active,no,76j77cxpfm3ux82zlfx48vl5h,85617,552876,Verviers,170,left,68
Nuno Miguel,da Costa Jóia,Nuno da Costa,Cape Verde Islands,7235kgq23bu1v4qwk491u58h0,Attacker,player,2/10/1991,Cape Verde Islands,7235kgq23bu1v4qwk491u58h0,20,active,no,7pv3n0vj8243p1di16regotsl,177840,893140,Praia,182,right,70
Dimitri,Mohamed,D. Mohamed,France,7gww28djs405rfga69smki84o,Midfielder,player,6/11/1989,France,7gww28djs405rfga69smki84o,11,active,yes,8b7y8mupzwnvmujvw6aeub55h,102627,603149,Bully-les-Mines,182,right,70
Harlem-Eddy,Gnohéré,H. Gnohéré,France,7gww28djs405rfga69smki84o,Attacker,player,2/21/1988,France,7gww28djs405rfga69smki84o,31,active,yes,8brfugy2ewtcwbx3c2vjr0fdh,121048,659608,Paris,183,left,94
William,Simba,W. Simba,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,3/26/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,40,active,yes,8ddbru6zxx8scpr66dkzsfsic,510922,1230543,,,,
Hamdi,Harbaoui,H. Harbaoui,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Attacker,player,1/5/1985,Tunisia,2um1icx6ftp1auliaxyw0ou6y,9,active,no,8soy89qkia26bbvchspgk3il1,101237,436945,Bizerte,186,right,79
Matías Agustín,Silvestre,M. Silvestre,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,9/25/1984,Argentina,2vovxa97k7v7ofa85dah2xktb,26,active,yes,9fezrz9tgz5nka31uqc0slx,49299,370952,Mercedes,187,right,78
Zakaria,Atteri,Z. Atteri,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2/15/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,yes,9h387d958yi17abof2f8yorca,505100,1212656,,,,
Serge,Tabekou Ouambé,S. Tabekou,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,10/15/1996,Cameroon,4eb9feio6u267dd1jcwaf38mt,70,active,no,9se5flbyyetm8svqiq57ru2uh,208951,869786,Yaoundé,180,right,74
El Hadji Arfang,Gueye,A. Gueye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,8/20/1999,France,7gww28djs405rfga69smki84o,4,active,yes,anno5nb68k8ebcrr1b0acrwq2,510937,1229799,,185,,
Vaso,Vasić,V. Vasić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,4/26/1990,Switzerland,3bh70jgvc5mn58x0byjkuda17,90,active,no,au8ef0nmk15ixax657jmijf9,186794,831297,,186,right,88
Fabrice,Olinga Essono,F. Olinga,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,5/12/1996,Cameroon,4eb9feio6u267dd1jcwaf38mt,7,active,no,aycfoc0hvmhbprdlpumjz9ln9,126030,699302,Douala,176,right,66
Jean Emile,Junior Onana Onana,J. Onana,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,1/8/2000,Cameroon,4eb9feio6u267dd1jcwaf38mt,8,active,no,b4lc7czw7al6g7a7qzcqzya22,504215,1211860,Yaoundé,189,right,
Agim,Zeka,A. Zeka,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,9/6/1998,Germany,36min0qztu8eydwvpv8t1is0m,45,active,no,beijvtaq1xlxzsk6c0bgx5wid,242073,970963,Ludwigsburg,183,left,73
Cedric,Omoigui,C. Omoigui,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,11/11/1994,Nigeria,63pvdwrsiq5b07mzi8igqei9p,20,active,no,bqw347v1p08958uao87dtchjp,167171,1182083,Benin City,181,left,74
Hervé Kouakou,Koffi,H. Koffi,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Goalkeeper,player,10/16/1996,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,16,active,no,btyk45f7gmz3ck2dafpp22yg9,228345,919339,Bobo-Dioulasso,186,right,81
Charles-Andreas,Brym,C. Brym,Canada,1iaoypzp6syf32cz9l15pzp7e,Attacker,player,8/8/1998,France,7gww28djs405rfga69smki84o,25,active,no,c3j7ddqg0yzporam6gieibgiy,489088,1182336,,179,left,68
Virgiliu,Postolachi,V.  Postolachi,Moldova,389mdnq78a55g2gr040a3mmtj,Attacker,player,3/17/2000,Moldova,389mdnq78a55g2gr040a3mmtj,,active,no,crj0ztmqn9zfp519yp7pdng4q,437724,999503,Edineț,163,right,
Benjamin,Van Durmen,B. Van Durmen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,3/20/1997,Belgium,4wbzjcclyefma1ourvjsu4q2j,30,active,no,d01f9rklfo8h22ujbomsypa09,209682,871343,,185,left,
Béni,Badibanga Diata,B. Badibanga,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2/19/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,29,active,yes,dmahdc9bw6dscs7avd4dgf65l,213536,881102,,176,left,71
Imad,Faraj,I. Faraj,France,7gww28djs405rfga69smki84o,Attacker,player,2/11/1999,France,7gww28djs405rfga69smki84o,14,active,no,e13ji27z75hc3akzpbzwykvzd,208567,983733,Croix,177,right,64
Eric Junior,Bocat,E. Bocat,France,7gww28djs405rfga69smki84o,Defender,player,7/16/1999,France,7gww28djs405rfga69smki84o,22,active,yes,eakj3xa0pa88pajbvasbwqwdm,502457,1229559,,,,
Mërgim,Vojvoda,M. Vojvoda,Kosovo,86u6edbqifdjsn49mbp2anw7p,Defender,player,2/1/1995,Kosovo,86u6edbqifdjsn49mbp2anw7p,27,active,no,16kv5p8we3pwqpt5ktwrb7mj9,212667,883903,Skënderaj,187,both,78
Gojko,Cimirot,G. Cimirot,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,12/19/1992,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,8,active,yes,187wxh3jjn8hqbu7fyw7wullh,103522,844914,Trebinje,178,right,75
Matteo,Godfroid,M. Godfroid,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2/25/2004,Belgium,4wbzjcclyefma1ourvjsu4q2j,35,active,yes,1ho0v7pbp9dy9yt91fydp7xii,510527,1238205,,190,,77
Selim,Amallah,S. Amallah,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,11/15/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,19,active,yes,1pg0b32xb9230zit0ndyd79ih,213669,880826,Hautrage,186,right,70
Eddy,Sylvestre Negadi,E. Sylvestre,France,7gww28djs405rfga69smki84o,Midfielder,player,8/29/1999,France,7gww28djs405rfga69smki84o,12,active,no,1vondk2cd4ksmvhl4vaum0d7t,469204,1148614,Aubagne,173,left,69
Eden,Shamir,E. Shamir,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,Midfielder,player,6/25/1995,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,15,active,no,2gpt4ph0jpaaj49fnnmpdc1qt,179067,1186556,Kiryat Motzkin,185,right,77
João Klauss,de Mello,Klauss,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,3/1/1997,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,14,active,yes,2nby269m85yxc6vduq3weknah,447366,1130357,Criciúma,190,right,84
Jérémy,Landu,J. Landu,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1/2/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,2vx8l5dwag4k629wxobcnowoa,465250,1192135,Liège,175,right,
Noë,Dussenne,N. Dussenne,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,4/7/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,6,active,yes,48f3zlksc3r230qb78c5emnyt,102911,600998,Mons,191,right,85
John,Mayanga Nekadio,J. Nekadio,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,1/6/2002,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,13,active,no,4fgrf40ajhehju4kav49vobca,503005,1210053,Kinshasa,194,right,93
Louis,Fortin,L. Fortin,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1/12/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,36,active,no,4m2ku4thm7b7gugl67g73u4q2,509273,1229558,,188,,88
Mitchy-Yorham,Ntelo Mbala,M. Ntelo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,5/4/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,31,active,no,4rgzu5l5hfw24efi6l28fkk8a,509275,1227887,,183,left,77
Joachim,Carcela-Gonzalez,J. Carcela-Gonzalez,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,12/16/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,29,active,no,4u9h9bvep343pyfxy6ekljwx6,477371,1166282,Oostende,181,right,68
Nicolas,Gavory,N. Gavory,France,7gww28djs405rfga69smki84o,Defender,player,2/16/1995,France,7gww28djs405rfga69smki84o,24,active,yes,5769ggr7udnebgwl8q0zgcij9,133022,748506,Beauvais,182,left,76
Alexandro,Calut,A. Calut,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,4/22/2003,Belgium,4wbzjcclyefma1ourvjsu4q2j,38,active,yes,58t55r6jzo6bco6uf80pbkk8a,538405,1189456,,,,
Collins Ngoran Suiru,Fai,C. Fai,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,8/13/1992,Cameroon,4eb9feio6u267dd1jcwaf38mt,21,active,yes,5ffogjpb96mfoihuw7pu5pl91,165252,908672,Bamenda,165,right,72
Laurent,Jans,L. Jans,Luxembourg,f2r46apchse9eg3n9c9pupfs,Defender,player,8/5/1992,Luxembourg,f2r46apchse9eg3n9c9pupfs,27,active,no,5m7g9gg8drcqu44iavj7gwvrp,100207,612851,Lëtzebuerg,178,right,73
Mehdi,Carcela-González,M. Carcela-González,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,7/1/1989,Belgium,4wbzjcclyefma1ourvjsu4q2j,10,active,yes,5rixexoi41ren5w3e98x1c5x,55010,476959,Liège,175,left,68
Uche Henry,Agbo,U. Agbo,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,12/4/1995,Nigeria,63pvdwrsiq5b07mzi8igqei9p,,active,no,6rsvijhgdwuxpsu5dzlhv91w5,200961,737796,Kano City,185,right,76
Merveille Bopé,Bokadi,M. Bokadi,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,5/21/1996,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,20,active,yes,76y4awqbdef5yxiovt27i57th,217591,832690,Kinshasa,186,right,79
Maxime Kristof,Lestienne,M. Lestienne,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,6/17/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,22,active,yes,7yt5uan4kvrarxyazmf2lmfh1,59054,488899,Mouscron,176,left,61
Hugo,Siquet,H. Siquet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,7/9/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,41,active,yes,84l7r4ud9ipuf9vc3ib5b4l0q,487967,1192132,,175,right,
Zinho,Vanheusden,Z. Vanheusden,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,7/29/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,3,active,no,86vxgtv8m65pypbngqan36y21,423112,1051077,Hasselt,187,right,80
Abdoul Fessal,Tapsoba,A. Tapsoba,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Attacker,player,8/23/2001,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,23,active,yes,8z9b1qk5hyi2t8qhr3avjelbe,473993,1155988,Bobo-Dioulasso,177,right,70
Jean-François,Gillet,J. Gillet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,5/31/1979,Belgium,4wbzjcclyefma1ourvjsu4q2j,1,active,no,941v8piox1ab724j1d5tl7sgl,4561,472821,Liège,181,right,85
Jackson,Muleka Kyanvubu,J. Muleka,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,10/4/1999,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,17,active,yes,a3s4i95z3u1m1vqdrhuhlabmy,445873,1105562,Lubumbashi,180,right,75
Nathan,Ngoy,N. Ngoy,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,6/10/2003,Belgium,4wbzjcclyefma1ourvjsu4q2j,43,active,yes,a5jrqzijth7e3uxl4phi83sdm,538078,1283800,,,,
Samuel Christopher,Bastien,S. Bastien,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,9/26/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,28,active,yes,afww998w4zov3quy71r4jn3kl,189776,832343,Meux,172,right,63
Denis Mihai,Drăguş,D. Drăguş,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,7/6/1999,Romania,17oj2qrzqlkhdjvazum10sx2i,12,active,no,ajcblksnh113es9hzt7l5k8h5,219348,1110390,Bucureşti,180,right,74
Fostave,Mabani,F. Mabani,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,4/10/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,no,akmxkt3dlb35t2gbtl26hgnx0,519532,1253929,Kinshasa,166,left,
Laurent Claude,Henkinet,L. Henkinet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,9/14/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,30,active,yes,bci3k14ed9oqcchpmtq37rnx1,85691,556332,Rocourt,189,right,80
Damjan,Pavlovic,D. Pavlovic,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,7/9/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,33,active,yes,bd52544djk7t61roc813rewdm,509272,1192137,,179,right,76
Allan Michaël,Delferriere,A. Delferriere,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,3/3/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,42,active,no,bpx0309w9vher1skft1vccpw4,538077,1283802,,,,
Arnaud,Bodart,A. Bodart,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,3/11/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,16,active,yes,bxcwnf87pf8ijzbxy70ewcfe1,422215,975798,,184,right,75
Moussa,Sissako,M. Sissako,Mali,d0v29nncgikdswlxpdq553zz,Defender,player,11/10/2000,France,7gww28djs405rfga69smki84o,5,active,yes,car0gajfp7l7yuf7g9mfi9uui,437722,999498,Clichy,189,both,82
William,Balikwisha,W. Balikwisha,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,5/12/1999,Belgium,4wbzjcclyefma1ourvjsu4q2j,11,active,yes,cllq8xizuqut48xxqc3btz97u,459420,1127317,Brussels,174,right,68
Konstantinos,Laifis,K. Laifis,Cyprus,3om8cj5nhmq1rzzkykubm5icj,Defender,player,5/19/1993,Cyprus,3om8cj5nhmq1rzzkykubm5icj,34,active,yes,corn6i066rh7c7veva0sm3oid,150801,857882,Paralimni,186,left,77
Mamadou Obbi,Oularé,O. Oularé,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1/8/1996,Belgium,4wbzjcclyefma1ourvjsu4q2j,9,active,no,d470k4286zjy5mjvrs5if6hg5,179620,846945,Waregem,196,right,94
Michel-Ange,Balikwisha,M. Balikwisha,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,5/10/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,32,active,no,dcjf15sf1dbb6w17foz25uuei,509274,1192138,,178,right,69
Duje,Čop,D. Čop,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2/1/1990,Croatia,37hlakrwxyuzovaeoo4sezusp,7,active,no,ddnkboo7e8sjz6w45wht05z2t,52686,496091,Vinkovci,184,right,72
Matthieu Luka,Epolo,M. Epolo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1/15/2005,Belgium,4wbzjcclyefma1ourvjsu4q2j,44,active,yes,ekzj3gx09w4rua1rnoargytjo,538992,1285386,,,right,
Nicolas Thierry,Raskin,N. Raskin,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2/23/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,26,active,yes,rmruexgp6l6ar57aq8xffg4q,422181,1060873,Liège,179,right,73
Ewoud,Pletinckx,E. Pletinckx,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,10/10/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,24,active,yes,1abf0y93zbw1sw183nblqoicp,464108,1137191,,190,right,85
Youssuf,Sylla,Y. Sylla,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,12/19/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,80,active,yes,3gdj5h3f356wsl5n4vbgt16vo,524450,1268254,,,,
Mikael,Soisalo,M. Soisalo,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,4/24/1998,Finland,2u07e54v5dprsugdvddpq5ync,71,active,no,3qyxx72pqiti2bnvg5729ims5,193187,964836,Helsinki,181,right,
Erdin,Demir,E. Demir,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,3/27/1990,Sweden,1z6l2c33w2kyz9rdefs1d68nb,,active,no,4muroxllyvmr5sc471db0axn9,95992,598384,Malmö,178,left,72
Wout,Debuyser,W. Debuyser,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,6/29/2001,Belgium,4wbzjcclyefma1ourvjsu4q2j,57,active,yes,4rd074ih7brltyckdrhx1they,470846,1263843,,,,
Olivier,Deschacht,O. Deschacht,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2/16/1981,Belgium,4wbzjcclyefma1ourvjsu4q2j,3,active,no,596dj2aaxa8bf42io0idmyk7p,11458,347121,Gent,185,left,79
Sammy Andre,Bossut,S. Bossut,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,8/11/1985,Belgium,4wbzjcclyefma1ourvjsu4q2j,1,active,yes,59doy2i09c6fgoh7w9m3l5tcl,40471,346988,Tielt,187,left,74
William Ludovic Brandon,Bianda,W. Bianda,France,7gww28djs405rfga69smki84o,Defender,player,4/30/2000,France,7gww28djs405rfga69smki84o,2,active,no,5codmq7nj98dsjhhp6rzy9eqx,429202,1069380,Suresnes,185,left,82
Jean-Luc Mamadou,Diarra Dompé,J. Dompé,France,7gww28djs405rfga69smki84o,Attacker,player,8/12/1995,France,7gww28djs405rfga69smki84o,17,active,yes,5g5ml1wwa9dfhsh55hv7br45x,193423,852226,Arpajon,170,right,65
Daniel Tawiah,Opare,D. Opare,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,10/18/1990,Ghana,2q2sw72utw5gu9t5y4knckwba,4,active,no,5oa6glaxweluggb6odyxb4uz9,49480,551863,Accra,175,right,74
Abdallah,Ali Mohamed,A. Ali Mohamed,Comoros,40fy8dkxp9lwfufwmbnctzlz6,Defender,player,4/11/1999,Comoros,40fy8dkxp9lwfufwmbnctzlz6,31,active,no,5z26vxw7r8nn3pn0wnvsqhuy1,467625,1076575,Moroni,178,right,
Bassem,Srarfi,B. Srarfi,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Midfielder,player,6/25/1997,Tunisia,2um1icx6ftp1auliaxyw0ou6y,11,active,yes,65ebe3hvmi5j4d3bjgne1lzop,245496,903685,Tunis,176,left,71
Abdoulaye,Sissako,A. Sissako,France,7gww28djs405rfga69smki84o,Midfielder,player,5/26/1998,France,7gww28djs405rfga69smki84o,6,active,yes,77wkqbxkqix367lc0ccnym86h,232253,943372,Clichy,186,right,80
Louis,Bostyn,L. Bostyn,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,10/4/1993,Belgium,4wbzjcclyefma1ourvjsu4q2j,25,active,yes,7ojr3svfuiak6zm6pjrc18mhh,191766,833120,Roeselare,195,right,86
Mathieu,De Smet,M. De Smet,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,4/27/2000,Belgium,4wbzjcclyefma1ourvjsu4q2j,29,active,yes,8ef37er0af52gc6pdip8cyvze,466348,1141012,,,left,
Martijn,Beernaert,M. Beernaert,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,10/3/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,,active,yes,8nsov4fdabyzk5vp38u0r1afo,524449,1268255,,,,
Nikolaos,Kainourgios,N. Kainourgios,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,9/8/1998,Greece,6lpgd60z890no2v46zdecrcss,43,active,no,8ygfdzs5cs5wxrlfbsts7ra0a,488338,1174100,Athens,187,right,
Gianni,Bruno,G. Bruno,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,8/19/1991,Belgium,4wbzjcclyefma1ourvjsu4q2j,19,active,no,9mmwn9yt1olhyr54j45e28xcl,82065,541317,Rocourt,180,right,74
Tomáš,Chorý,T. Chorý,Czech Republic,5md5tpwr2nmqao528prx43jr7,Attacker,player,1/26/1995,Czech Republic,5md5tpwr2nmqao528prx43jr7,15,active,no,9vdhoij110u7e94lh8uflo5w5,185389,824860,Olomouc,200,right,90
Urho,Nissilä,U. Nissilä,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,4/4/1996,Finland,2u07e54v5dprsugdvddpq5ync,,active,no,aazw5ummp38ikc8f0jwojyktl,206365,962679,Kuopio,172,both,
Eike,Bansen,E. Bansen,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2/21/1998,Germany,36min0qztu8eydwvpv8t1is0m,44,active,no,an01qinam5kh2dxeyixkut0b9,428783,971474,Dortmund,195,right,91
Omar Nicolás,Govea García,O. Govea,Mexico,5trdr3jf42i20zj1hnkvcytr6,Midfielder,player,1/18/1996,Mexico,5trdr3jf42i20zj1hnkvcytr6,10,active,yes,asgdx8h7m480fa15oa4x3quol,167376,742495,San Luis Potosí,176,right,68
Jelle,Vossen,J. Vossen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,3/22/1989,Belgium,4wbzjcclyefma1ourvjsu4q2j,9,active,yes,az21s916gcylcjy5riyia9239,54865,347145,Bilzen,183,right,70
Jannes,Van Hecke,J. Van Hecke,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1/15/2002,Belgium,4wbzjcclyefma1ourvjsu4q2j,67,active,no,b6hva6wki38za3hipscirr4h6,484630,1167512,,175,both,
Damien,Marcq,D. Marcq,France,7gww28djs405rfga69smki84o,Midfielder,player,12/8/1988,France,7gww28djs405rfga69smki84o,5,active,no,c4brcsqfli5mds4vhma627yl1,44207,439982,Boulogne,183,right,72
Ibrahima Khaliloulah,Seck,I. Seck,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,8/10/1989,Senegal,6hhqyhr5cwq2pfprlazyposyk,21,active,yes,cjb2ihimtyz19jrcdbto26llh,120758,681204,Bargny,192,left,82
Panagiotis,Armenakas,P. Armenakas,Australia,u5ieemi69z72c3bgczyy68lo,Midfielder,player,8/5/1998,USA,7hr2f89v44y65dyu9k92vprwn,23,active,no,cxnq0rc4u1efzt82nw3xgk355,200798,831100,Newport Beach,178,right,67
Laurens Henry Cristine,De Bock,L. De Bock,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,11/7/1992,Belgium,4wbzjcclyefma1ourvjsu4q2j,27,active,yes,d00jdf9g3xeslhhs1430174r9,58746,508340,Dendermonde,179,left,74
Luka,Zarandia,L. Zarandia,Georgia,55mqz7j6585f2jhgfhn62lomr,Midfielder,player,2/17/1996,Georgia,55mqz7j6585f2jhgfhn62lomr,7,active,yes,dwhdal86czd88hpj2j6sojaol,192764,835544,Tbilisi,178,right,74
Idrissa,Sylla,I. Sylla,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,12/3/1990,Guinea,4i9sg55wigitrfx7290f59ceo,70,active,no,emtbq7z9bbsiaf55r7sq0c9ud,66896,525220,Conakry,187,right,75
Cameron,Humphreys-Grant,C. Humphreys-Grant,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,8/22/1998,England,1fk5l4hkqk12i7zske6mcqju6,33,active,yes,f0kanxr2g1q9y7naqxzsoiuvp,113037,897923,Manchester,185,right,76
Cheikh Ahadou Tidiane,Thiam,C. Thiam,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,9/27/2003,Belgium,4wbzjcclyefma1ourvjsu4q2j,71,active,yes,trfphpn8we6pjhp5dm8dp2j8,523626,1263844,,,,
Tatsuya,Ito,T. Ito,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,6/26/1997,Japan,lxyibh89lpdc0bfian1nx0xq,23,active,yes,17xdde31e4colvx3b86wh06ax,437384,1078733,Tokyo,163,left,59
Mathieu,Troonbeeckx,M. Troonbeeckx,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2/16/1998,Belgium,4wbzjcclyefma1ourvjsu4q2j,27,active,no,1hvzqu1h3l64cg3jw9a7jwueh,488342,1173125,,,right,
Kenny,Steppe,K. Steppe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,11/14/1988,Belgium,4wbzjcclyefma1ourvjsu4q2j,1,active,yes,1oxeobeqv6l3nug2jo0xjkslx,54739,346923,Antwerpen,185,right,67
